date,open,high,low,close,volume
2026-01-14,259.008776,261.334472,256.233932,259.477905,40019400
2026-01-15,260.166648,260.55594,256.573318,257.731171,39388600
2026-01-16,257.421722,258.419867,254.457228,255.056122,72142800
2026-01-20,252.261324,254.317502,242.968592,246.242508,80267500
2026-01-21,248.238806,251.093503,244.725329,247.19075,54641700
2026-01-22,248.737865,250.53453,247.689809,247.88945,39708300
2026-01-23,246.861366,248.947487,244.226247,247.580017,41689000
2026-01-26,251.013651,256.084232,249.336773,254.936371,55969200
2026-01-27,258.689402,261.464245,257.73116,257.791046,49648300
2026-01-28,257.172195,258.379942,254.038018,255.964447,41288000
2026-01-29,257.521546,259.16848,253.938207,257.801025,67253000
2026-01-30,254.69682,261.414336,251.712359,258.99884,92443400
2026-02-02,259.547774,269.988368,258.729288,269.509277,73913400
2026-02-03,268.700806,271.375829,267.113728,268.980286,64394700
2026-02-04,271.785041,278.432694,271.785041,275.977234,90545700
2026-02-05,277.61423,278.981685,272.723323,275.398346,52977400
2026-02-06,276.606072,280.389052,276.416422,277.604218,50453400
2026-02-09,277.654198,277.94394,271.449923,274.367218,44623400
2026-02-10,274.636978,275.116517,272.688761,273.42807,34376900
2026-02-11,274.447148,279.922084,274.197378,275.246399,51931300
2026-02-12,275.336333,275.466219,259.940514,261.489105,81077200
2026-02-13,261.768832,261.988631,255.214858,255.544556,56290700
2026-02-17,257.812465,266.044901,255.30478,263.637115,58469100
2026-02-18,263.35738,266.574417,262.208444,264.106689,34203300
2026-02-19,262.358278,264.236553,259.810608,260.340118,30845300
2026-02-20,258.731635,264.506313,257.922383,264.336456,42070500
2026-02-23,263.247441,269.181975,263.137557,265.934967,37308200
2026-02-24,267.613437,274.636995,267.463581,271.889526,47014600
2026-02-25,271.529843,274.686938,270.800504,273.9776,33714300
2026-02-26,274.69692,275.855825,270.550716,272.698761,32345100
2026-02-27,272.55889,272.55889,262.648038,263.936829,72366500
2026-03-02,262.168447,266.28465,259.96049,264.476318,41827900
